path	owner	prio	kind	lines	autorun	verdict	issue	fix	disposition	note
bugs/dan/0-symmetricPower	dan	0	note	25	n/a	open	#4530		issue	half landed: the Module case now handles relations via coimage basis(p, symmetricAlgebra M) (multilin.m2:90), but the Matrix case is still the raw call the file calls probably-wrong, and they disagree -- symmetricPower(2,m) on a map of cokernels returns R^1 <-- R^1, forgetting the relations
bugs/dan/0-synonyms-and-collisions	dan	0	note	26	n/a	fixed			drop	ask (2) is done and covers the need: loadPackage now prints 'symbol "Schubert2" in PackageDictionary is shadowed by a symbol in User#"private dictionary"' and names the Package$Schubert2 synonym, so the silent confusion is gone. Ask (1) was not done -- PackageDictionary is still last on dictionaryPath -- and reordering lookup globally is a bigger change than the warning that replaced it
bugs/dan/0-task-examples	dan	0	note	54	n/a	duplicate	#1147		drop	the examples Dan removed are still gone -- the (addCancelTask,Task,Task) node in ov_threads.m2:158 has no Example block -- which is what #1147 is reaching for when it says 'I believe we used to have something like this'. His guess at the cause was right: #2021 is the same failure on armhf ten years later, diagnosed as a timing race in example capture and closed by lengthening a sleep. The example runs correctly today but still prints an interleaved 'error: interrupted' backtrace from the cancelled task, which is the garbling. #1146 is the underlying instability
bugs/dan/0-temporaryFilename	dan	0	note	32	n/a	fixed		b70dbb05ef	drop	b70dbb05ef answered every complaint: temporaryFileName now returns paths inside a per-session directory (/tmp/M2-PID-N/0, /1, ...) created by temporaryDirectory, which loops on 'try mkdir fn else continue' -- mkdir being atomic, that is the disk check whose absence the file reported, and it also groups the files as the file asked; the same mechanism covers #296, since temporaryDirectory re-creates when temporaryDirectoryProcessID stops matching processID(), so a fork gets its own directory
bugs/dan/0-tensor-rings	dan	0	note	15	n/a	duplicate	#2905		drop	same line as #2905: with Join => false, monoids.m2:700 sets DegreeRank from the first argument's monoid alone, which collapses degreeLength tensor(R,R,Join=>false) to 1 for R = QQ[x][y] and produces #2905's 'length at most 1' error
bugs/dan/0-tensor-rings-2	dan	0	note	98	n/a	todo				
bugs/dan/0-thread-safe-mutable-hash-tables	dan	0	note	5	n/a	fixed		#3186	drop	the question is answered and implemented: reads do take a lock -- lookup1, the x#key path, calls lockRead(object.mutex) when the table is mutable (hashtables.dd:357), writes call lockWrite, per #3186
bugs/dan/0-toString-Vector	dan	0	note	21	n/a	fixed		#855	drop	toString M_1 returns "vector {2, 34}"; the #855 diff is the fix -- toString Vector applied super to the Vector itself, and now goes through expression Vector, which applies it to v#0, the underlying matrix
bugs/dan/0-typical-values	dan	0	note	3	n/a	open	#4523		issue	undocumented: "specifying typical values" shows only the unary form prune Matrix := Matrix => f, and neither "binary methods" nor "installing methods" mentions X + X := X => (x,y) -> ...; the form works and does record typicalValues#(symbol +,X,X)
bugs/dan/0-ubuntu32-inverse-matrix-RR	dan	0	note	7	n/a	fixed			drop	verified no longer crashing on Debian i386, and the fix is not attributed: the pre-2013 generic path, quotientRemainder(id_(target U), U), was run on i386 too and returns the same answer without crashing, which rules out e4d1989dea/665dab7cbe (the move to the engine's LAPACK LU for inexact fields) as the cause; either the fix is elsewhere or the 2009 crash was flaky
bugs/dan/0-ulimit	dan	0	note	4	n/a	duplicate	#519		drop	#519 asks for the same thing and names the same two places; closed in 2024 on argumentMode = defaultMode - SetUlimit, and the Makefile values are ?= overridable, though neither half comes from configure
bugs/dan/0-utf-8-in-doc-filenames	dan	0	note	6	n/a	open	#4531		issue	still generated: toFilename maps ASCII specials through the tt table but passes multi-byte UTF-8 unchanged, and the installed docs hold 9 such names including the exact ___Gröbner_spbases.html this file names; #47 covered it but closed in 2014 on the broken links, not on the ask; #211 is a second closed symptom of the same cause, the file appearing under two utf-8 normalizations (303 266 vs 314 210), closed on 'just remember how I do it and check that one file'
bugs/dan/0-utf8-and-column-number	dan	0	note	25	n/a	open	#4535		issue	still counting bytes: '-* 你好 *-   1    /   0' reports column 20 where the byte-identical-layout ascii '-* NH *-   1    /   0' reports 16, a difference of exactly the four extra bytes; same byte-versus-character root as #332, but a different subsystem -- the parser's position tracking rather than regex. Not settled by #3378, which closed in 2024 on the position that byte semantics are correct for tally and that characters is the character-aware route: M2 already separates the two, width "αβγ" is 3 while #"αβγ" is 6, and an error column is a display position of the width kind. The counter already is a display column rather than a byte offset -- getc(o:PosFile) at d/stdiop.d:198 advances it to the next multiple of 8 on a tab -- so utf-8 is the one case it gets wrong, and skipping continuation bytes there is a few lines
bugs/dan/0-value-symbol	dan	0	note	7	n/a	duplicate	#4520		drop	same defect as #4520 reached through value rather than parse: the quote keywords eat the implicit EOF token, so value "symbol" hands back that token as a Keyword; also value "local" and value "global"
bugs/dan/0-vector-empty-list	dan	0	note	6	n/a	open	#4524		issue	still no empty vector, and the message got worse: vector {} now dies in vector Matrix with "expected source to be free with rank 1" (modules.m2:70), and vector(R,{}) and vector(R^0,{}) fail the same way
bugs/dan/0-when	dan	0	note	4	n/a	open	#4525		issue	scc1 still miscompiles it: with every case covered, the else body is emitted inside the switch with no case label (chk.c:783-794 labels only uncovered types), so it is unreachable dead code and nothing diagnoses it
bugs/dan/0.1-SmithNormalForm	dan	0.1	note	6	n/a	todo				
bugs/dan/0.1-doc-remainder-links	dan	0.1	note	1	n/a	todo				
bugs/dan/0.1-doc-symbols	dan	0.1	note	1	n/a	todo				
bugs/dan/0.1-random-ring-elements	dan	0.1	note	19	n/a	todo				
bugs/dan/0.1-readline-configure	dan	0.1	note	11	n/a	todo				
bugs/dan/0.1-scc1-typecodes	dan	0.1	note	9	n/a	todo				
bugs/dan/0.1-ulimits	dan	0.1	note	14	n/a	todo				
bugs/dan/0.4-method-options	dan	0.4	note	43	n/a	todo				
bugs/dan/0.5-Benchmark-package	dan	0.5	note	5	n/a	todo				
bugs/dan/0.5-SafeC-bugs	dan	0.5	note	21	n/a	todo				
bugs/dan/0.5-XML	dan	0.5	note	22	n/a	todo				
bugs/dan/0.5-alternate-stack	dan	0.5	note	1	n/a	todo				
bugs/dan/0.5-bison-version	dan	0.5	note	2	n/a	todo				
bugs/dan/0.5-compare-CC-CC	dan	0.5	note	17	n/a	todo				
bugs/dan/0.5-cygwin-port-too-slow	dan	0.5	note	34	n/a	todo				
bugs/dan/0.5-document-new-methods	dan	0.5	note	2	n/a	todo				
bugs/dan/0.5-documentation-missing-for-an-exported-ring	dan	0.5	note	36	n/a	todo				
bugs/dan/0.5-dummy-line-numbers	dan	0.5	note	2	n/a	todo				
bugs/dan/0.5-extensions	dan	0.5	note	7	n/a	todo				
bugs/dan/0.5-hh-dispatch	dan	0.5	note	22	n/a	todo				
bugs/dan/0.5-homogenize-ideal	dan	0.5	note	1	n/a	todo				
bugs/dan/0.5-network-check	dan	0.5	note	33	n/a	todo				
bugs/dan/0.5-newPackage-Headline	dan	0.5	note	2	n/a	todo				
bugs/dan/0.5-overflow-auto	dan	0.5	note	7	n/a	todo				
bugs/dan/0.5-select-doc	dan	0.5	note	20	n/a	todo				
bugs/dan/0.5-select-submatrix	dan	0.5	note	63	n/a	todo				
bugs/dan/0.5-share-precomputed-files	dan	0.5	note	9	n/a	todo				
bugs/dan/0.5-source-rpm	dan	0.5	note	69	n/a	todo				
bugs/dan/0.5-tallies	dan	0.5	note	21	n/a	todo				
bugs/dan/0.5-temporaryDirectory	dan	0.5	note	5	n/a	todo				
bugs/dan/0.5-time-command	dan	0.5	note	13	n/a	todo				
bugs/dan/0.8-documentation-suggestion-link	dan	0.8	note	15	n/a	todo				
bugs/dan/0.9-discrete-log	dan	0.9	note	1	n/a	todo				
bugs/dan/0.9-doc-package-source	dan	0.9	note	3	n/a	todo				
bugs/dan/0.9-globalAssignment	dan	0.9	note	87	n/a	todo				
bugs/dan/0.9-hash-RR	dan	0.9	note	3	n/a	todo				
bugs/dan/0.9-toField	dan	0.9	note	14	n/a	todo				
bugs/dan/1-2--int	dan	1	note	1	n/a	todo				
bugs/dan/1-3d-betti	dan	1	note	73	n/a	todo				
bugs/dan/1-CC-inverse	dan	1	note	11	n/a	todo				
bugs/dan/1-CC-tostring	dan	1	note	18	n/a	todo				
bugs/dan/1-ConwayPolynomials	dan	1	note	1	n/a	todo				
bugs/dan/1-DegreeLength-DegreeRank	dan	1	note	1	n/a	todo				
bugs/dan/1-Dispatch-recovery	dan	1	note	4	n/a	todo				
bugs/dan/1-Frobenius	dan	1	note	16	n/a	todo				
bugs/dan/1-Frobenius2	dan	1	note	110	n/a	todo				
bugs/dan/1-FromMethod	dan	1	note	192	n/a	todo				
bugs/dan/1-GF-gens	dan	1	note	3	n/a	todo				
bugs/dan/1-INSTALL	dan	1	note	2	n/a	todo				
bugs/dan/1-INSTALL-file	dan	1	note	1	n/a	todo				
bugs/dan/1-LU-over-QQ	dan	1	note	23	n/a	todo				
bugs/dan/1-M2-symlinks	dan	1	note	1	n/a	todo				
bugs/dan/1-MANPATH-on-MacOS	dan	1	note	8	n/a	todo				
bugs/dan/1-MacOS-distribution	dan	1	note	1	n/a	todo				
bugs/dan/1-Package-dictionary	dan	1	note	15	n/a	todo				
bugs/dan/1-Parsing	dan	1	note	3	n/a	todo				
bugs/dan/1-README-MacOSX-fink	dan	1	note	13	n/a	todo				
bugs/dan/1-RR-QQ-comparison	dan	1	note	2	n/a	todo				
bugs/dan/1-Ring_Sequence	dan	1	note	12	n/a	todo				
bugs/dan/1-Schubert2-more	dan	1	note	88	n/a	todo				
bugs/dan/1-ScriptedFunctor	dan	1	note	1	n/a	todo				
bugs/dan/1-TAGS	dan	1	note	2	n/a	todo				
bugs/dan/1-abs-paths	dan	1	note	3	n/a	todo				
bugs/dan/1-ambient	dan	1	note	14	n/a	todo				
bugs/dan/1-application-dir-info-dir	dan	1	note	8	n/a	todo				
bugs/dan/1-architecture-dependent-only-build	dan	1	note	1	n/a	todo				
bugs/dan/1-assert-arguments	dan	1	note	12	n/a	todo				
bugs/dan/1-associatePrimes	dan	1	note	7	n/a	todo				
bugs/dan/1-benchmarks	dan	1	note	25	n/a	obsolete			drop	a 2008 SVN patch adding benchmark timings from gcc 4.0/4.1 machines
bugs/dan/1-book-code-updates	dan	1	note	3	n/a	todo				
bugs/dan/1-building-doc-databases	dan	1	note	5	n/a	todo				
bugs/dan/1-cache-gb-MonomialIdeal	dan	1	note	24	n/a	todo				
bugs/dan/1-caching-idea	dan	1	note	106	n/a	todo				
bugs/dan/1-carbon-emacs	dan	1	note	20	n/a	obsolete			drop	Carbon Emacs is long dead; this was about borrowing its icon for .dmg files
bugs/dan/1-cartesian-power	dan	1	note	17	n/a	todo				
bugs/dan/1-cddlib-makefile	dan	1	note	1	n/a	todo				
bugs/dan/1-check-package	dan	1	note	33	n/a	todo				
bugs/dan/1-checkpointing	dan	1	note	56	n/a	todo				
bugs/dan/1-chrpath	dan	1	note	4	n/a	todo				
bugs/dan/1-classic-parsing	dan	1	note	1	n/a	todo				
bugs/dan/1-clustrmaps	dan	1	note	1	n/a	obsolete			drop	a 2008 note about adding a clustrmaps.com widget to the web site
bugs/dan/1-combine-doc	dan	1	note	3	n/a	todo				
bugs/dan/1-configure-64-bit	dan	1	note	10	n/a	todo				
bugs/dan/1-configure-arch	dan	1	note	12	n/a	todo				
bugs/dan/1-configure-build-target	dan	1	note	1	n/a	todo				
bugs/dan/1-configure-library-versions	dan	1	note	1	n/a	todo				
bugs/dan/1-containment	dan	1	note	20	n/a	todo				
bugs/dan/1-control-m-s	dan	1	note	1	n/a	todo				
bugs/dan/1-cookies	dan	1	note	3	n/a	todo				
bugs/dan/1-copyFile	dan	1	note	5	n/a	todo				
bugs/dan/1-cygpath	dan	1	note	4	n/a	todo				
bugs/dan/1-cygwin-info	dan	1	note	3	n/a	todo				
bugs/dan/1-d-translator-crash	dan	1	note	2	n/a	todo				
bugs/dan/1-debian-old-compiler	dan	1	note	9	n/a	todo				
bugs/dan/1-debugger-and-empty-frames	dan	1	note	29	n/a	todo				
bugs/dan/1-debugger-and-tail-recursion	dan	1	note	1	n/a	todo				
bugs/dan/1-decompose	dan	1	note	9	n/a	fixed			drop	decompose no longer overflows the stack in factory on this input
bugs/dan/1-decompose-crash.m2	dan	1	repro	11	fail	todo				
bugs/dan/1-degree-of-zero	dan	1	note	28	n/a	todo				
bugs/dan/1-degreeLift	dan	1	note	1	n/a	todo				
bugs/dan/1-demangle	dan	1	note	3	n/a	todo				
bugs/dan/1-describe	dan	1	note	6	n/a	todo				
bugs/dan/1-describe-FractionField	dan	1	note	17	n/a	todo				
bugs/dan/1-dim	dan	1	note	10	n/a	todo				
bugs/dan/1-directSum	dan	1	note	3	n/a	todo				
bugs/dan/1-dismiss-Core	dan	1	note	21	n/a	todo				
bugs/dan/1-dismiss-rings	dan	1	note	18	n/a	todo				
bugs/dan/1-dispatch	dan	1	note	7	n/a	todo				
bugs/dan/1-doc-Weights	dan	1	note	5	n/a	todo				
bugs/dan/1-doc-disappears	dan	1	note	13	n/a	todo				
bugs/dan/1-doc-headlines	dan	1	note	3	n/a	todo				
bugs/dan/1-doc-hilbertSeries	dan	1	note	23	n/a	todo				
bugs/dan/1-doc-loads-packages	dan	1	note	25	n/a	todo				
bugs/dan/1-doc-random	dan	1	note	12	n/a	todo				
bugs/dan/1-doc-rowMult	dan	1	note	2	n/a	todo				
bugs/dan/1-doc-startup	dan	1	note	2	n/a	todo				
bugs/dan/1-doc-top	dan	1	note	13	n/a	todo				
bugs/dan/1-document-Position-Up-Down	dan	1	note	1	n/a	todo				
bugs/dan/1-document-function-value-assignment	dan	1	note	30	n/a	todo				
bugs/dan/1-document-options-error-msgs	dan	1	note	28	n/a	todo				
bugs/dan/1-document-run	dan	1	note	1	n/a	todo				
bugs/dan/1-documentation	dan	1	note	1	n/a	todo				
bugs/dan/1-documentation-installPackage	dan	1	note	28	n/a	todo				
bugs/dan/1-documentation-of-optargs	dan	1	note	1	n/a	todo				
bugs/dan/1-dot-dot	dan	1	note	33	n/a	todo				
bugs/dan/1-dot-dot-2	dan	1	note	8	n/a	todo				
bugs/dan/1-double-semicolon	dan	1	note	10	n/a	todo				
bugs/dan/1-elliptic-integrals	dan	1	note	5	n/a	todo				
bugs/dan/1-emacs-app	dan	1	note	17	n/a	todo				
bugs/dan/1-emacs-macro-needed	dan	1	note	1	n/a	todo				
bugs/dan/1-emacs-startup	dan	1	note	10	n/a	todo				
bugs/dan/1-erase-symbol	dan	1	note	2	n/a	todo				
bugs/dan/1-error-file-paths	dan	1	note	2	n/a	todo				
bugs/dan/1-error-message	dan	1	note	10	n/a	todo				
bugs/dan/1-error-methods	dan	1	note	113	n/a	todo				
bugs/dan/1-example-files	dan	1	note	15	n/a	todo				
bugs/dan/1-example-rerunning	dan	1	note	1	n/a	todo				
bugs/dan/1-exponent-formatting	dan	1	note	18	n/a	todo				
bugs/dan/1-export	dan	1	note	38	n/a	todo				
bugs/dan/1-factor	dan	1	note	22	n/a	todo				
bugs/dan/1-factoring-library	dan	1	note	1	n/a	todo				
bugs/dan/1-factory-conversion	dan	1	note	505	n/a	todo				
bugs/dan/1-file-search-path.m2	dan	1	repro	42	fail	todo				
bugs/dan/1-finalize-files	dan	1	note	1	n/a	todo				
bugs/dan/1-flatmonoid	dan	1	note	1	n/a	todo				
bugs/dan/1-flattenRing	dan	1	note	40	n/a	todo				
bugs/dan/1-flattenRing-can-save-time	dan	1	note	5	n/a	todo				
bugs/dan/1-font-lock-activity	dan	1	note	1	n/a	todo				
bugs/dan/1-for-by	dan	1	note	21	n/a	todo				
bugs/dan/1-for-loop-idea.m2	dan	1	repro	13	fail	todo				
bugs/dan/1-for-sequence-idea	dan	1	note	4	n/a	todo				
bugs/dan/1-fork-sandbox	dan	1	note	36	n/a	todo				
bugs/dan/1-frac-tower	dan	1	note	5	n/a	todo				
bugs/dan/1-freebsd	dan	1	note	21	n/a	todo				
bugs/dan/1-front-end-tests	dan	1	note	51	n/a	todo				
bugs/dan/1-further-libraries-and-applications	dan	1	note	18	n/a	todo				
bugs/dan/1-galois-fields	dan	1	note	54	n/a	todo				
bugs/dan/1-gc-debugging-mode	dan	1	note	1	n/a	todo				
bugs/dan/1-gcd-GF	dan	1	note	15	n/a	todo				
bugs/dan/1-gcd-lcm	dan	1	note	6	n/a	todo				
bugs/dan/1-gcd-over-separable-extensions	dan	1	note	2	n/a	todo				
bugs/dan/1-gctests	dan	1	note	6	n/a	todo				
bugs/dan/1-getSymbol	dan	1	note	8	n/a	todo				
bugs/dan/1-getWWW	dan	1	note	3	n/a	todo				
bugs/dan/1-gmp-random	dan	1	note	2	n/a	todo				
bugs/dan/1-gratuitous-use-of-curl	dan	1	note	39	n/a	todo				
bugs/dan/1-hal-negative-hf.m2	dan	1	repro	92	fail	todo				
bugs/dan/1-hashing-doc-examples	dan	1	note	3	n/a	todo				
bugs/dan/1-hashtable-efficiency	dan	1	note	7	n/a	todo				
bugs/dan/1-height-balanced-trees	dan	1	note	1	n/a	todo				
bugs/dan/1-help-memory-consumption	dan	1	note	17	n/a	todo				
bugs/dan/1-help-synopsis	dan	1	note	17	n/a	todo				
bugs/dan/1-hermite-memory-leak	dan	1	note	4	n/a	todo				
bugs/dan/1-hilbertSeries-coherent-sheaf	dan	1	note	49	n/a	todo				
bugs/dan/1-homog-tensor-subst	dan	1	note	26	n/a	todo				
bugs/dan/1-hooks	dan	1	note	1	n/a	todo				
bugs/dan/1-html-doc-directory	dan	1	note	11	n/a	todo				
bugs/dan/1-html-package-links	dan	1	note	53	n/a	todo				
bugs/dan/1-html-to-pdf	dan	1	note	1	n/a	todo				
bugs/dan/1-hyperlinks-to-preinstalled-packages	dan	1	note	2	n/a	todo				
bugs/dan/1-icon	dan	1	note	5	n/a	todo				
bugs/dan/1-improvements-for-sage	dan	1	note	13	n/a	todo				
bugs/dan/1-include-files	dan	1	note	4	n/a	todo				
bugs/dan/1-index-strings	dan	1	note	6	n/a	todo				
bugs/dan/1-infinity	dan	1	note	2	n/a	todo				
bugs/dan/1-info	dan	1	note	1	n/a	todo				
bugs/dan/1-info-dir	dan	1	note	5	n/a	todo				
bugs/dan/1-info-doc	dan	1	note	1	n/a	todo				
bugs/dan/1-info-files	dan	1	note	7	n/a	todo				
bugs/dan/1-info-link-redirection	dan	1	note	3	n/a	todo				
bugs/dan/1-init-priority.cc	dan	1	note	15	n/a	todo				
bugs/dan/1-install-info-dependency	dan	1	note	16	n/a	todo				
bugs/dan/1-installMethod	dan	1	note	5	n/a	todo				
bugs/dan/1-installPackage	dan	1	note	28	n/a	todo				
bugs/dan/1-installPackage-links	dan	1	note	3	n/a	todo				
bugs/dan/1-interrupt	dan	1	note	15	n/a	todo				
bugs/dan/1-interrupt-appearance	dan	1	note	16	n/a	todo				
bugs/dan/1-interrupt-connect	dan	1	note	5	n/a	todo				
bugs/dan/1-invisible-symbol	dan	1	note	40	n/a	todo				
bugs/dan/1-isPrime	dan	1	note	4	n/a	todo				
bugs/dan/1-isPrime-benchmark	dan	1	note	12	n/a	todo				
bugs/dan/1-jacobian	dan	1	note	4	n/a	todo				
bugs/dan/1-join-hash	dan	1	note	5	n/a	todo				
bugs/dan/1-kernel-ringmap	dan	1	note	20	n/a	todo				
bugs/dan/1-kernel-ringmap-ZZ	dan	1	note	16	n/a	todo				
bugs/dan/1-lcm-needed	dan	1	note	5	n/a	todo				
bugs/dan/1-leadTerm-crash.m2	dan	1	repro	9	fail	todo				
bugs/dan/1-lift-RR-CC	dan	1	note	13	n/a	todo				
bugs/dan/1-lift-modules	dan	1	note	16	n/a	todo				
bugs/dan/1-lifting	dan	1	note	10	n/a	todo				
bugs/dan/1-line-wrapping-with-negative-numbers	dan	1	note	30	n/a	todo				
bugs/dan/1-list-of-ideals-of-R	dan	1	note	25	n/a	todo				
bugs/dan/1-loadPackage	dan	1	note	40	n/a	todo				
bugs/dan/1-loading-documentation	dan	1	note	23	n/a	todo				
bugs/dan/1-local-doc-design	dan	1	note	12	n/a	todo				
bugs/dan/1-local-variable-shielding	dan	1	note	18	n/a	todo				
bugs/dan/1-logging	dan	1	note	18	n/a	todo				
bugs/dan/1-long-list-parsing	dan	1	note	1	n/a	todo				
bugs/dan/1-make-and-capybara	dan	1	note	1	n/a	todo				
bugs/dan/1-map	dan	1	note	19	n/a	todo				
bugs/dan/1-monoid-degreeLift	dan	1	note	21	n/a	todo				
bugs/dan/1-monorder.m2	dan	1	repro	20	fail	todo				
bugs/dan/1-monorder2.m2	dan	1	repro	17	pass	todo				
bugs/dan/1-more-synonyms	dan	1	note	3	n/a	todo				
bugs/dan/1-mpc	dan	1	note	1	n/a	todo				
bugs/dan/1-mutable-list-doc	dan	1	note	15	n/a	todo				
bugs/dan/1-named-pipes	dan	1	note	1	n/a	todo				
bugs/dan/1-names-of-fraction-rings	dan	1	note	40	n/a	todo				
bugs/dan/1-native-windows-port	dan	1	note	2	n/a	todo				
bugs/dan/1-needless-reloading-of-Macaulay2Doc	dan	1	note	5	n/a	todo				
bugs/dan/1-network-security-via-cookies	dan	1	note	15	n/a	todo				
bugs/dan/1-new-lift-and-promote.m2	dan	1	repro	31	fail	todo				
bugs/dan/1-new-res-options	dan	1	note	80	n/a	todo				
bugs/dan/1-newRing	dan	1	note	2	n/a	todo				
bugs/dan/1-non-orthogonality	dan	1	note	17	n/a	todo				
bugs/dan/1-not-equation	dan	1	note	1	n/a	todo				
bugs/dan/1-on-and-methods	dan	1	note	49	n/a	todo				
bugs/dan/1-open-databases-during-installPackage	dan	1	note	28	n/a	todo				
bugs/dan/1-openListener-IPv6	dan	1	note	1	n/a	todo				
bugs/dan/1-opensuse-build-service	dan	1	note	3	n/a	todo				
bugs/dan/1-options	dan	1	note	1	n/a	todo				
bugs/dan/1-options-of-binary-methods	dan	1	note	6	n/a	todo				
bugs/dan/1-overflow-test	dan	1	note	3	n/a	todo				
bugs/dan/1-package-configuration	dan	1	note	41	n/a	todo				
bugs/dan/1-package-symbols	dan	1	note	2	n/a	todo				
bugs/dan/1-packages	dan	1	note	9	n/a	todo				
bugs/dan/1-parallel-documentation-and-source	dan	1	note	23	n/a	todo				
bugs/dan/1-parsing-RR	dan	1	note	11	n/a	todo				
bugs/dan/1-part-deprecation-notneeded	dan	1	note	9	n/a	todo				
bugs/dan/1-part-doc	dan	1	note	1	n/a	todo				
bugs/dan/1-pivots	dan	1	note	15	n/a	todo				
bugs/dan/1-poincare-bug	dan	1	note	15	n/a	todo				
bugs/dan/1-porting	dan	1	note	124	n/a	todo				
bugs/dan/1-positions-of-strings	dan	1	note	7	n/a	todo				
bugs/dan/1-ppc-version	dan	1	note	1	n/a	todo				
bugs/dan/1-preimage	dan	1	note	17	n/a	todo				
bugs/dan/1-printing-rings	dan	1	note	15	n/a	todo				
bugs/dan/1-printingPrecision	dan	1	note	8	n/a	todo				
bugs/dan/1-profile-init	dan	1	note	15	n/a	todo				
bugs/dan/1-prune-setting-eliminated-variables	dan	1	note	7	n/a	todo				
bugs/dan/1-pushForward1	dan	1	note	25	n/a	todo				
bugs/dan/1-python-interface.c	dan	1	note	59	n/a	todo				
bugs/dan/1-python-stuff	dan	1	note	5	n/a	todo				
bugs/dan/1-quotrem-welldef	dan	1	note	49	n/a	todo				
bugs/dan/1-random-bug	dan	1	note	10	n/a	todo				
bugs/dan/1-random-height	dan	1	note	2	n/a	todo				
bugs/dan/1-ranges	dan	1	note	10	n/a	todo				
bugs/dan/1-read	dan	1	note	33	n/a	todo				
bugs/dan/1-read-prompt	dan	1	note	12	n/a	todo				
bugs/dan/1-readline-MacOSX	dan	1	note	6	n/a	todo				
bugs/dan/1-real-output	dan	1	note	4	n/a	todo				
bugs/dan/1-references-citations	dan	1	note	8	n/a	todo				
bugs/dan/1-regularity	dan	1	note	5	n/a	todo				
bugs/dan/1-reinteract-graphical-interface-suggestion	dan	1	note	7	n/a	todo				
bugs/dan/1-replace-string-speed	dan	1	note	8	n/a	todo				
bugs/dan/1-ring-maps	dan	1	note	6	n/a	todo				
bugs/dan/1-ringmaps	dan	1	note	10	n/a	todo				
bugs/dan/1-rpm-directories-linger	dan	1	note	17	n/a	todo				
bugs/dan/1-rpm-repository	dan	1	note	6	n/a	todo				
bugs/dan/1-running-examples	dan	1	note	6	n/a	todo				
bugs/dan/1-running-tests-and-examples	dan	1	note	2	n/a	todo				
bugs/dan/1-scalar-times-matrix-coercion	dan	1	note	11	n/a	todo				
bugs/dan/1-scan-apply-idea	dan	1	note	7	n/a	todo				
bugs/dan/1-script-option	dan	1	note	6	n/a	todo				
bugs/dan/1-search-documentation	dan	1	note	4	n/a	todo				
bugs/dan/1-select-method	dan	1	note	1	n/a	todo				
bugs/dan/1-series-expansion.m2	dan	1	repro	78	pass-partial	todo				
bugs/dan/1-setRandomSeed	dan	1	note	2	n/a	todo				
bugs/dan/1-setting-state	dan	1	note	24	n/a	todo				
bugs/dan/1-setup	dan	1	note	1	n/a	todo				
bugs/dan/1-setup-announcement	dan	1	note	22	n/a	todo				
bugs/dan/1-setup-emacs	dan	1	note	1	n/a	todo				
bugs/dan/1-shadowed-symbols	dan	1	note	22	n/a	todo				
bugs/dan/1-sheaf-Ideal	dan	1	note	8	n/a	todo				
bugs/dan/1-show-watch	dan	1	note	1	n/a	todo				
bugs/dan/1-singularLocus	dan	1	note	9	n/a	fixed			drop	singularLocus(ZZ[x,y]/(11,x)) no longer returns the spurious (11,x,1)
bugs/dan/1-site-start.el-file	dan	1	note	2	n/a	todo				
bugs/dan/1-slow-gcd	dan	1	note	25	n/a	todo				
bugs/dan/1-smithNormalForm	dan	1	note	44	n/a	todo				
bugs/dan/1-smithNormalForm-msg	dan	1	note	3	n/a	todo				
bugs/dan/1-smithNormalForm2	dan	1	note	42	n/a	todo				
bugs/dan/1-sort	dan	1	note	3	n/a	todo				
bugs/dan/1-sort-function	dan	1	note	1	n/a	todo				
bugs/dan/1-sort-permutation	dan	1	note	3	n/a	todo				
bugs/dan/1-speed-up-random-matrices	dan	1	note	5	n/a	todo				
bugs/dan/1-spurious-documentation-shadow-warning	dan	1	note	66	n/a	todo				
bugs/dan/1-stack-protector	dan	1	note	6	n/a	todo				
bugs/dan/1-static-linking	dan	1	note	3	n/a	todo				
bugs/dan/1-step	dan	1	note	4	n/a	todo				
bugs/dan/1-stopping	dan	1	note	14	n/a	todo				
bugs/dan/1-strange-C-warning	dan	1	note	6	n/a	todo				
bugs/dan/1-strange-shadowing	dan	1	note	23	n/a	todo				
bugs/dan/1-string-syntax	dan	1	note	3	n/a	todo				
bugs/dan/1-sub-variables	dan	1	note	16	n/a	todo				
bugs/dan/1-subquotient	dan	1	note	1	n/a	todo				
bugs/dan/1-symbol-ring	dan	1	note	12	n/a	todo				
bugs/dan/1-symbolic-algebra	dan	1	note	2	n/a	todo				
bugs/dan/1-symbolic-links	dan	1	note	2	n/a	todo				
bugs/dan/1-symmetricAlgebra	dan	1	note	69	n/a	todo				
bugs/dan/1-syntax-error-repeats	dan	1	note	11	n/a	todo				
bugs/dan/1-tally-multiples	dan	1	note	39	n/a	todo				
bugs/dan/1-tar-file	dan	1	note	5	n/a	todo				
bugs/dan/1-tbb	dan	1	note	11	n/a	todo				
bugs/dan/1-tensor-galois-fields	dan	1	note	4	n/a	todo				
bugs/dan/1-tensor-maps	dan	1	note	13	n/a	todo				
bugs/dan/1-tensor-tower-degree	dan	1	note	75	n/a	todo				
bugs/dan/1-test-files	dan	1	note	1	n/a	todo				
bugs/dan/1-testing-book	dan	1	note	35	n/a	todo				
bugs/dan/1-tests-to-fix-next	dan	1	note	27	n/a	todo				
bugs/dan/1-tex-simpledoc	dan	1	note	3	n/a	todo				
bugs/dan/1-texmacs-tab-completion	dan	1	note	15	n/a	todo				
bugs/dan/1-thread-safety-of-mutable-hashtables	dan	1	note	8	n/a	todo				
bugs/dan/1-threads	dan	1	note	20	n/a	todo				
